scrapeNum,courseCodes,link
556,PO225,https://academic-calendar.wlu.ca/course.php?c=62572&cal=1&d=2520&s=1033&y=85
557,PO226,https://academic-calendar.wlu.ca/course.php?c=62573&cal=1&d=2520&s=1033&y=85
558,PO230,https://academic-calendar.wlu.ca/course.php?c=62640&cal=1&d=2520&s=1033&y=85
559,PO231,https://academic-calendar.wlu.ca/course.php?c=62576&cal=1&d=2520&s=1033&y=85
560,PO232,https://academic-calendar.wlu.ca/course.php?c=62577&cal=1&d=2520&s=1033&y=85
561,PO235,https://academic-calendar.wlu.ca/course.php?c=62634&cal=1&d=2520&s=1033&y=85
562,PO236,https://academic-calendar.wlu.ca/course.php?c=62635&cal=1&d=2520&s=1033&y=85
563,PO237,https://academic-calendar.wlu.ca/course.php?c=62641&cal=1&d=2520&s=1033&y=85
564,PO245,https://academic-calendar.wlu.ca/course.php?c=62630&cal=1&d=2520&s=1033&y=85
565,PO263,https://academic-calendar.wlu.ca/course.php?c=62578&cal=1&d=2520&s=1033&y=85
566,PO264,https://academic-calendar.wlu.ca/course.php?c=62579&cal=1&d=2520&s=1033&y=85
567,PO288,https://academic-calendar.wlu.ca/course.php?c=62626&cal=1&d=2520&s=1033&y=85
568,PO301,https://academic-calendar.wlu.ca/course.php?c=62606&cal=1&d=2520&s=1033&y=85
569,PO310,https://academic-calendar.wlu.ca/course.php?c=62580&cal=1&d=2520&s=1033&y=85
570,PO311,https://academic-calendar.wlu.ca/course.php?c=62581&cal=1&d=2520&s=1033&y=85
571,PO312,https://academic-calendar.wlu.ca/course.php?c=62582&cal=1&d=2520&s=1033&y=85
572,PO315,https://academic-calendar.wlu.ca/course.php?c=62569&cal=1&d=2520&s=1033&y=85
573,PO316,https://academic-calendar.wlu.ca/course.php?c=62583&cal=1&d=2520&s=1033&y=85
574,PO317,https://academic-calendar.wlu.ca/course.php?c=62636&cal=1&d=2520&s=1033&y=85
575,PO318,https://academic-calendar.wlu.ca/course.php?c=62584&cal=1&d=2520&s=1033&y=85
576,PO319,https://academic-calendar.wlu.ca/course.php?c=62605&cal=1&d=2520&s=1033&y=85
577,PO320,https://academic-calendar.wlu.ca/course.php?c=62585&cal=1&d=2520&s=1033&y=85
578,PO322,https://academic-calendar.wlu.ca/course.php?c=62618&cal=1&d=2520&s=1033&y=85
579,PO323,https://academic-calendar.wlu.ca/course.php?c=62610&cal=1&d=2520&s=1033&y=85
580,PO324,https://academic-calendar.wlu.ca/course.php?c=62586&cal=1&d=2520&s=1033&y=85
581,PO326,https://academic-calendar.wlu.ca/course.php?c=62611&cal=1&d=2520&s=1033&y=85
582,PO329,https://academic-calendar.wlu.ca/course.php?c=62587&cal=1&d=2520&s=1033&y=85
583,PO330,https://academic-calendar.wlu.ca/course.php?c=62588&cal=1&d=2520&s=1033&y=85
584,PO331,https://academic-calendar.wlu.ca/course.php?c=62628&cal=1&d=2520&s=1033&y=85
585,PO332,https://academic-calendar.wlu.ca/course.php?c=62589&cal=1&d=2520&s=1033&y=85
586,PO333,https://academic-calendar.wlu.ca/course.php?c=62590&cal=1&d=2520&s=1033&y=85
587,PO334,https://academic-calendar.wlu.ca/course.php?c=62591&cal=1&d=2520&s=1033&y=85
588,PO344,https://academic-calendar.wlu.ca/course.php?c=62624&cal=1&d=2520&s=1033&y=85
589,PO345,https://academic-calendar.wlu.ca/course.php?c=62593&cal=1&d=2520&s=1033&y=85
590,PO347,https://academic-calendar.wlu.ca/course.php?c=62623&cal=1&d=2520&s=1033&y=85
591,PO350,https://academic-calendar.wlu.ca/course.php?c=62607&cal=1&d=2520&s=1033&y=85
592,PO360,https://academic-calendar.wlu.ca/course.php?c=62594&cal=1&d=2520&s=1033&y=85
593,PO369,https://academic-calendar.wlu.ca/course.php?c=62632&cal=1&d=2520&s=1033&y=85
594,PO370,https://academic-calendar.wlu.ca/course.php?c=62609&cal=1&d=2520&s=1033&y=85
595,PO371,https://academic-calendar.wlu.ca/course.php?c=62592&cal=1&d=2520&s=1033&y=85
596,PO373,https://academic-calendar.wlu.ca/course.php?c=62612&cal=1&d=2520&s=1033&y=85
597,PO374,https://academic-calendar.wlu.ca/course.php?c=62613&cal=1&d=2520&s=1033&y=85
598,PO381,https://academic-calendar.wlu.ca/course.php?c=62638&cal=1&d=2520&s=1033&y=85
599,PO388,https://academic-calendar.wlu.ca/course.php?c=62637&cal=1&d=2520&s=1033&y=85
600,PO389,https://academic-calendar.wlu.ca/course.php?c=62629&cal=1&d=2520&s=1033&y=85
601,PO420,https://academic-calendar.wlu.ca/course.php?c=62619&cal=1&d=2520&s=1033&y=85
602,PO422,https://academic-calendar.wlu.ca/course.php?c=66155&cal=1&d=2520&s=1033&y=85
603,PO425,https://academic-calendar.wlu.ca/course.php?c=62633&cal=1&d=2520&s=1033&y=85
604,PO431,https://academic-calendar.wlu.ca/course.php?c=62614&cal=1&d=2520&s=1033&y=85
605,PO432,https://academic-calendar.wlu.ca/course.php?c=62615&cal=1&d=2520&s=1033&y=85
606,PO433,https://academic-calendar.wlu.ca/course.php?c=62616&cal=1&d=2520&s=1033&y=85
607,PO452,https://academic-calendar.wlu.ca/course.php?c=62595&cal=1&d=2520&s=1033&y=85
608,PO465,https://academic-calendar.wlu.ca/course.php?c=62596&cal=1&d=2520&s=1033&y=85
609,PO466,https://academic-calendar.wlu.ca/course.php?c=62597&cal=1&d=2520&s=1033&y=85
610,PO467,https://academic-calendar.wlu.ca/course.php?c=62598&cal=1&d=2520&s=1033&y=85
611,PO471,https://academic-calendar.wlu.ca/course.php?c=62599&cal=1&d=2520&s=1033&y=85
612,PO472,https://academic-calendar.wlu.ca/course.php?c=62642&cal=1&d=2520&s=1033&y=85
613,PO473,https://academic-calendar.wlu.ca/course.php?c=62643&cal=1&d=2520&s=1033&y=85
614,PO474,https://academic-calendar.wlu.ca/course.php?c=62644&cal=1&d=2520&s=1033&y=85
615,PO478,https://academic-calendar.wlu.ca/course.php?c=62600&cal=1&d=2520&s=1033&y=85
616,PO479,https://academic-calendar.wlu.ca/course.php?c=62631&cal=1&d=2520&s=1033&y=85
617,PO480,https://academic-calendar.wlu.ca/course.php?c=66156&cal=1&d=2520&s=1033&y=85
618,PO481,https://academic-calendar.wlu.ca/course.php?c=62601&cal=1&d=2520&s=1033&y=85
619,PO487,https://academic-calendar.wlu.ca/course.php?c=62627&cal=1&d=2520&s=1033&y=85
620,PO488,https://academic-calendar.wlu.ca/course.php?c=62639&cal=1&d=2520&s=1033&y=85
621,PO489,https://academic-calendar.wlu.ca/course.php?c=62617&cal=1&d=2520&s=1033&y=85
622,PO497,https://academic-calendar.wlu.ca/course.php?c=62602&cal=1&d=2520&s=1033&y=85
623,PO498,https://academic-calendar.wlu.ca/course.php?c=62603&cal=1&d=2520&s=1033&y=85
624,PO499,https://academic-calendar.wlu.ca/course.php?c=62604&cal=1&d=2520&s=1033&y=85
